OID_,X,Y,Z
309,-183729.424499999731779,-2323561.079599998891354,968.740562062603090
310,-183725.546999998390675,-2323575.117400001734495,968.246083631411580
311,-183687.692899998277426,-2323600.995600000023842,967.702829693261492
312,-183630.944699998944998,-2323619.212200000882149,968.014381910107204
313,-183567.012800000607967,-2323651.726100001484156,967.846675976517190
314,-183425.207400001585484,-2323708.694600000977516,967.544836379808316
315,-183273.557700000703335,-2323725.237399999052286,966.789261889152158
316,-183146.690799999982119,-2323739.816899999976158,966.415610277542100
317,-183057.467300001531839,-2323746.847399998456240,966.736817184438792
318,-182999.717599999159575,-2323710.203200001269579,966.438010086358418
319,-182952.957600001245737,-2323686.423500001430511,966.252645738950832
320,-182884.719599999487400,-2323664.333399999886751,965.809378071822721
321,-182690.148699998855591,-2323578.946899998933077,965.253082192845227
322,-182588.651200000196695,-2323577.771099999547005,965.237403634282600
323,-182414.862799998372793,-2323481.576400000602007,965.356072211890933
324,-182296.095499999821186,-2323408.514800000935793,965.413151049890189
325,-182132.600699998438358,-2323316.070700000971556,965.318923079779211
326,-182027.196299999952316,-2323264.833399999886751,965.108864732877009
327,-181862.911600001156330,-2323204.471500001847744,965.313016737680073
328,-181722.473600000143051,-2323151.386999998241663,965.136245914573351
329,-181710.554699998348951,-2323147.742600001394749,964.871801389954840
330,-181689.868599999696016,-2323053.250100001692772,965.235883711559836
331,-181683.820399999618530,-2322975.919599998742342,965.336146867855291
332,-181729.102200001478195,-2322917.457499999552965,965.470800282327787
333,-181805.050999999046326,-2322847.440999999642372,965.819510485027422
334,-181885.010699998587370,-2322786.261100001633167,967.228550390086298
335,-181997.415199998766184,-2322736.266300000250340,966.955634546188435
336,-182074.325800001621246,-2322721.085299998521805,966.702887157193004
337,-182143.691199999302626,-2322715.646800000220537,966.925685345035390
338,-182188.283199999481440,-2322712.149500001221895,966.808774013113407
339,-182363.347399998456240,-2322698.411200001835823,968.438873816505406
340,-182443.335999999195337,-2322701.283199999481440,969.847854735636588
341,-182501.140099998563528,-2322696.742100000381470,970.237227036032891
342,-182520.736800000071526,-2322713.509300000965595,970.170109264101029
343,-182583.053199999034405,-2322745.225900001823902,970.958398662060063
344,-182630.012600000947714,-2322750.687699999660254,971.116032386472398
345,-182640.142999999225140,-2322731.583999998867512,970.900625605731989
346,-182639.070000000298023,-2322717.938000001013279,971.142031253924529
347,-182597.865800000727177,-2322679.986499998718500,970.839879694983438
348,-182587.735300000756979,-2322699.089999999850988,970.735695831799944
349,-182587.871599998325109,-2322721.963199999183416,970.969838935312737
350,-182595.601900000125170,-2322799.161100000143051,971.116690572562220
351,-182602.838500000536442,-2322848.936999998986721,971.651090258736076
352,-182609.138799998909235,-2322907.940299998968840,970.626351150409164
353,-182608.832199998199940,-2322967.463100001215935,969.399110500305255
354,-182612.100999999791384,-2323072.473200000822544,966.550133441458456
355,-182619.116300001740456,-2323140.574299998581409,966.992914223517460
356,-182626.267799999564886,-2323231.549100000411272,966.490116141688986
357,-182632.704100001603365,-2323313.426699999719858,965.763898207161105
358,-182638.782800000160933,-2323390.755699999630451,965.495961490067657
359,-182647.092999998480082,-2323454.178700000047684,965.354881298135069
360,-182657.548900000751019,-2323544.894600000232458,965.543154688112395
361,-182666.846200000494719,-2323663.163300000131130,965.891775380191348
362,-182674.355500001460314,-2323758.688299998641014,967.307262047636527
363,-182669.090199999511242,-2323818.602200001478195,968.125751261722144
364,-182640.150100000202656,-2323788.838500000536442,967.486936687896787
365,-182607.143500000238419,-2323686.163499999791384,966.183079309509708
366,-182597.897199999541044,-2323631.967199999839067,965.377134295987844
367,-182577.522100001573563,-2323372.686099998652935,965.225251146664277
368,-182547.777199998497963,-2323205.679900001734495,965.518403190214258
369,-182506.694600000977516,-2323021.257899999618530,968.563649109150560
370,-182451.155699998140335,-2322906.623900000005960,968.564505875978057
371,-182354.241799999028444,-2322836.428899999707937,967.214242326496787
372,-182224.832299999892712,-2322860.314800001680851,966.312698516436512
373,-182173.630800001323223,-2322864.330899998545647,966.437920347921022
374,-181975.430700000375509,-2322879.866500001400709,966.384162830092691
375,-181834.227299999445677,-2322922.960900001227856,965.902916337531451
376,-181497.758600000292063,-2322976.734400000423193,966.645173879569256
377,-181532.445099998265505,-2322974.024000000208616,966.597043297904293
378,-181600.338700000196695,-2323119.747400000691414,965.836101649519151
379,-181602.701699998229742,-2323128.715999998152256,965.947174137096226
380,-181594.109299998730421,-2323188.884500000625849,966.724714895692841
381,-181544.677900001406670,-2323215.631200000643730,967.228566316871252
382,-181457.799699999392033,-2323103.425400000065565,967.256293162413044
383,-181347.078000001609325,-2322919.853199999779463,968.866736814562046
384,-181359.102099999785423,-2322882.301500000059605,968.595138652943888
385,-181429.163800001144409,-2322821.910999998450279,968.370768358565329
386,-181462.196400001645088,-2322819.330699998885393,968.180954374637736
387,-181468.572799999266863,-2322837.138999998569489,967.716286596874511
388,-181480.885800000280142,-2322973.475999999791384,966.679808324642522
389,-181499.556000001728535,-2323063.550299998372793,966.464766682444065
390,-181513.501699998974800,-2323135.687199998646975,966.818056708700283
391,-181517.285999998450279,-2323162.851500000804663,966.928522605975559
392,-181487.765000000596046,-2322721.224199999123812,969.023475341127778
393,-181508.693199999630451,-2322861.464099999517202,967.083958911395712
394,-182374.279699999839067,-2323324.572999998927116,965.582655594132120
395,-182768.965300001204014,-2323270.673099998384714,966.534598308752038
396,-182777.582899998873472,-2323274.572099998593330,966.734309591181045
397,-182865.826900001615286,-2323382.050700001418591,967.602657310281643
398,-182875.381099998950958,-2323376.721799999475479,968.156532735945802
399,-182947.573100000619888,-2323343.576799999922514,969.723585064066924
400,-183000.437100000679493,-2323339.413499999791384,968.534990645876064
401,-183055.731199998408556,-2323408.288600001484156,966.985564876347098
402,-183100.040300000458956,-2323464.297600001096725,966.553128268417595
403,-183119.865400001406670,-2323462.735199999064207,966.835142216541271
404,-183122.951499998569489,-2323480.799899999052286,966.829238392845468
405,-183071.220499999821186,-2323562.684799998998642,965.928232538882753
406,-183056.132399998605251,-2323582.181400001049042,965.744104306606005
407,-183011.005399998277426,-2323663.544500000774860,966.083711845655671
408,-183000.872699998319149,-2323682.650400001555681,966.235308612076096
409,-182976.146800000220537,-2323748.675200000405312,966.724656763124358
410,-182942.083200000226498,-2323801.703800000250340,967.313042902258758
411,-182913.773499999195337,-2323822.240200001746416,967.527041675077726
412,-182837.932599999010563,-2323745.823399998247623,966.396378029346920
413,-182710.604800000786781,-2323627.684500001370907,965.274693638801637
414,-182482.330400001257658,-2323430.510000001639128,965.386094783024646
415,-182229.089899998158216,-2323253.583000000566244,965.321181510935730
416,-182039.177999999374151,-2323163.205899998545647,965.768946280714999
417,-181866.708700001239777,-2322998.221999999135733,965.403693105706452
418,-181817.482700001448393,-2322942.578299999237061,965.517900267853292
419,-181822.892900001257658,-2322905.541400000452995,965.409217149039250
420,-181962.607099998742342,-2322949.521699998527765,965.942881658280271
421,-182062.815699998289347,-2323019.474399998784065,966.913855968713165
422,-182367.989199999719858,-2323096.226199999451637,965.875966516602830
423,-182427.946299999952316,-2323118.979499999433756,965.817547316935361
424,-182524.785500001162291,-2323230.370600000023842,965.549762432216539
425,-182602.746399998664856,-2323334.088899999856949,965.601352189324075
426,-182762.822299998253584,-2323403.886199999600649,965.778540828016048
427,-182864.588899999856949,-2323450.801899999380112,967.296984341819325
428,-183040.565099999308586,-2323468.983800001442432,966.793637514190436
429,-183183.361900001764297,-2323466.883900001645088,967.255803391550671
430,-183262.662099998444319,-2323460.630499999970198,967.831920711771659
431,-183416.664799999445677,-2323453.055399999022484,967.157834869834915
432,-183424.709499999880791,-2323470.728399999439716,967.435442397303746
433,-183395.400899998843670,-2323541.697200000286102,967.081276413130581
434,-182812.629599999636412,-2323551.006000000983477,965.416887861396958
435,-182807.535900000482798,-2323528.522100001573563,965.473401010704720
436,-182824.743999999016523,-2323641.591400001198053,965.291786155103409
437,-182860.486200001090765,-2323757.779599998146296,966.569517711481467
438,-182878.716299999505281,-2323820.422499999403954,967.374188764995779
439,-182884.306400001049042,-2323870.329199999570847,967.928698325598475
440,-182884.856300000101328,-2323961.825500000268221,969.145728859968585
441,-182871.636700000613928,-2323962.865699999034405,969.272068035168331
442,-182843.271099999547005,-2323919.327899999916553,969.007489981180925
443,-182814.632699999958277,-2323830.041700001806021,967.886756624066265
444,-182755.981800001114607,-2323697.346799999475479,966.067741117911623
445,-182649.645700000226498,-2323550.092799998819828,965.533335570376948
446,-182596.235899999737740,-2323462.752900000661612,965.574898471130609
447,-182525.459899999201298,-2323344.738800000399351,965.412399255855917
448,-182375.130899999290705,-2323187.201600000262260,965.587717312691780
449,-182209.545400001108646,-2323131.542800001800060,965.560846312534977
450,-182083.611900001764297,-2323072.765399999916553,965.347548945447897
451,-182024.598799999803305,-2323040.776200000196695,965.754577640970410
452,-181972.907200001180172,-2323017.365600001066923,965.788610027918480
453,-181939.061999998986721,-2323052.053700000047684,965.448914459532489
454,-181941.458500001579523,-2323125.093600001186132,965.505113112665413
455,-182008.182300001382828,-2323234.285700000822544,965.099638543069659
456,-182141.479299999773502,-2323365.719399999827147,965.508144338432430
457,-182228.849899999797344,-2323441.250799998641014,965.319303288185438
458,-182286.355500001460314,-2323496.238699998706579,965.352733678880668
459,-182487.020100001245737,-2323553.717000000178814,965.484584244030884
460,-182578.158300001174212,-2323592.326299998909235,965.223328878414577
461,-182744.467399999499321,-2323762.329500000923872,967.115005928908431
462,-182865.056400001049042,-2323858.113099999725819,967.807761126910577
463,-182989.977299999445677,-2323903.203600000590086,968.267092685355237
464,-183072.019799999892712,-2323910.472899999469519,967.980520929963063
465,-183121.233500000089407,-2323902.018399998545647,967.744228294126060
466,-183218.802000001072884,-2323853.134799998253584,968.063117180682866
467,-183302.930900000035763,-2323823.615200001746416,967.778284894669923
468,-183364.141899999231100,-2323777.592599999159575,967.946117884011983
469,-183416.370999999344349,-2323723.123300001025200,967.599560895666968
470,-183431.530200000852346,-2323662.425099998712540,966.961891436927431
471,-183482.677400000393391,-2323594.308400001376867,967.101985400792728
472,-183492.231300000101328,-2323588.976900000125170,967.078195619126632
473,-183504.874200001358986,-2323601.709600001573563,967.257531079724799
474,-183491.154199998825788,-2323680.602800000458956,968.297499247162364
475,-183435.695999998599291,-2323694.135499998927116,967.632262254270131
476,-183402.581399999558926,-2323632.670899998396635,967.079530613483712
477,-183379.670699998736382,-2323510.899599999189377,967.005159119137033
478,-183376.588599998503923,-2323282.292899999767542,969.763401569651251
479,-183386.931800000369549,-2323244.860700000077486,969.553352856395691
480,-183423.489100001752377,-2323118.396200001239777,970.416897161967199
481,-183373.790399998426437,-2323099.434799998998642,969.799803049421371
482,-183339.098900001496077,-2323207.443100001662970,968.684013979049837
483,-183339.743700001388788,-2323257.739000000059605,969.448108837085101
484,-183341.607799999415874,-2323344.554499998688698,969.518880042210185
485,-183328.454900000244379,-2323514.941199999302626,967.185137771962104
486,-183306.110300000756979,-2323589.936200000345707,966.566614427369132
487,-183291.165600001811981,-2323632.308200001716614,966.648530849244253
488,-183251.653999999165535,-2323658.309599999338388,966.589866966409318
489,-183238.739799998700619,-2323494.556200001388788,967.656904985052734
490,-183229.722199998795986,-2323106.225400000810623,968.426901804043268
491,-183228.287099998444319,-2323088.030900001525879,968.509923326199896
492,-183263.185600001364946,-2323172.240100000053644,967.760719178985937
493,-183272.230599999427795,-2323244.757899999618530,967.828770568578420
494,-183270.504200000315905,-2323286.086800001561642,968.228286816856325
495,-183240.543000001460314,-2323412.028299998492002,968.140135069915118
496,-183206.197399999946356,-2323524.584199998527765,967.213785029104656
497,-183199.218100000172853,-2323625.828299999237061,967.194365127263382
498,-183129.232599999755621,-2323750.346799999475479,966.258057707176931
499,-183122.063099998980761,-2323659.372000001370907,965.963952776884298
500,-183108.425099998712540,-2323591.791999999433756,965.849016273975963
501,-183074.542199999094009,-2323457.153000000864267,966.834829648424375
502,-183050.153999999165535,-2323253.112199999392033,968.532896048547855
503,-183044.839800000190735,-2323248.953899998217821,968.631152582564141
504,-183019.027800001204014,-2323406.603199999779463,967.341635105878368
505,-183016.201699998229742,-2323539.557300001382828,966.160668577442266
506,-183021.356899999082088,-2323626.113499999046326,965.818254284403110
507,-183023.127399999648333,-2323754.129299998283386,966.271738649099916
508,-183025.648899998515844,-2324060.589699998497963,969.594254189917251
509,-182993.917300000786781,-2323953.240299999713898,968.874929614474240
510,-182864.397199999541044,-2323638.471200000494719,965.579996473705478
511,-182844.515999998897314,-2323575.958599999547005,965.219930890632440
512,-182875.631299998611212,-2323527.740499999374151,965.733627644481430
513,-182892.152699999511242,-2323526.440099999308586,965.718693652864204
514,-182910.137200001627207,-2323712.679299999028444,966.385790337830713
515,-182926.414099998772144,-2323834.976199999451637,967.632206491864281
516,-182940.185100000351667,-2323925.431800000369549,968.795738062566897
517,-182938.998500000685453,-2323783.638799998909235,967.043795528183182
518,-182934.506200000643730,-2323642.106600001454353,965.847827464291413
519,-182931.526799999177456,-2323477.571199998259544,966.736149531268211
520,-182930.175200000405312,-2323418.177499998360872,967.641000953484308
521,-182862.108699999749660,-2323313.689699999988079,967.766565883256590
522,-182517.914500001817942,-2323354.485199999064207,965.480297809064950
523,-182580.922499999403954,-2323500.571400001645088,965.473609854642291
524,-182717.656500000506639,-2323590.514699999243021,965.178622307636033
525,-182724.895599998533726,-2323640.291499998420477,965.401911980356545
526,-182724.486499998718500,-2323571.669900000095367,965.272103420420081
527,-182730.737399999052286,-2323566.601500000804663,965.249715608656970
528,-182756.151000000536442,-2323614.948800001293421,965.383808721281753
529,-182771.294300001114607,-2323659.526999998837709,965.686947589065312
530,-182764.717199999839067,-2323554.775100000202656,965.731098107429034
531,-182745.417899999767542,-2323478.485599998384714,965.525305370288834
532,-182713.839800000190735,-2323394.008099999278784,965.764460709885498
533,-182584.303700000047684,-2323289.769699998199940,965.656917820372882
534,-182430.580800000578165,-2323173.694400001317263,965.930991015308678
535,-182419.240800000727177,-2323156.277600001543760,965.657059691459608
536,-182491.208299998193979,-2323141.471799999475479,966.081999791895214
537,-182627.476399999111891,-2323268.068999998271465,966.048304647377677
538,-182638.460799999535084,-2323280.936099998652935,966.194063742464095
539,-182542.829599998891354,-2323375.412099998444319,965.526133027890296
540,-182410.353700000792742,-2323445.315600000321865,965.487149176117100
541,-182373.784200001507998,-2323466.493700001388788,965.608529480231482
542,-182385.972300000488758,-2323515.882300000637770,965.397605344843214
543,-182532.746399998664856,-2323627.932300001382828,965.806112224797289
544,-182555.297200001776218,-2323639.891399998217821,965.905872970659516
545,-182539.842199999839067,-2323485.491599999368191,965.127797988365046
546,-182329.234900001436472,-2323195.380899999290705,965.638086661632769
547,-182159.463399998843670,-2323043.935100000351667,965.648970703627356
548,-182189.009700000286102,-2323123.999800000339746,965.479220919715317
549,-182224.768899999558926,-2323134.925500001758337,965.663685501403052
550,-182259.375999998301268,-2323004.061000000685453,966.175079148454756
551,-182279.651500001549721,-2322796.515799999237061,966.609806117729931
552,-182304.158799998462200,-2322748.824999999254942,967.374858829902792
553,-182329.153799999505281,-2322897.896200001239777,966.841210373652871
554,-182309.376299999654293,-2322963.523299999535084,966.541871350790984
555,-182316.159200001507998,-2323049.949700001627207,965.502182047187944
556,-182344.239700000733137,-2323047.745799999684095,965.714590629131862
557,-182362.275800000876188,-2323023.445999998599291,965.763536119252308
558,-182370.758000001311302,-2323004.473000001162291,966.042112199212397
559,-182324.146200001239777,-2323172.896299999207258,965.354679023027302
560,-182319.456500001251698,-2323219.032299999147654,965.506597089939987
561,-182306.639600001275539,-2323288.690200001001358,965.350644112179339
562,-182294.851500000804663,-2323307.922400001436472,965.462811804803778
563,-182256.815999999642372,-2323246.831300001591444,965.609987817883052
564,-182238.380399998277426,-2323202.509599998593330,965.465346566165181
565,-182166.991799999028444,-2323203.531599998474121,965.533927756281628
566,-182155.428500000387430,-2323204.438299998641014,965.545333457629567
567,-182139.491500001400709,-2323191.957499999552965,965.400001892859791
568,-182136.769699998199940,-2323178.440600000321865,965.467553851871799
569,-182133.916700001806021,-2323142.050099998712540,965.400346093128974
570,-182132.133600000292063,-2323119.306099999696016,965.550360498249916
571,-182129.637200001627207,-2323087.464499998837709,965.383125851248451
572,-182124.775800000876188,-2323046.654800001531839,965.700290242692517
573,-182130.481699999421835,-2323119.435600001364946,965.527895459025785
574,-182157.249099999666214,-2323291.254399999976158,965.206193114464099
575,-182170.276900000870228,-2323372.615200001746416,965.186395413056744
576,-182189.293999999761581,-2323403.161600001156330,965.503908144005322
577,-182218.092300001531839,-2323410.056899998337030,965.286617662800722
578,-182231.308699999004602,-2323409.020300000905991,965.388301638310622
579,-182108.082400001585484,-2323363.760499998927116,965.417067980038610
580,-181988.132500000298023,-2323254.163400001823902,965.027687522731526
581,-181950.332899998873472,-2323174.742699999362230,965.700834796286017
582,-181884.712200000882149,-2323143.267299998551607,965.220299182186409
583,-181858.282400000840425,-2323145.336399998515844,965.345792378586793
584,-181853.811400000005960,-2323173.146800000220537,964.924445942895204
585,-181795.539400000125170,-2323214.321199998259544,965.132232275763499
586,-181783.848200000822544,-2323192.352400001138449,965.254181481405794
587,-181750.501400001347065,-2323021.046999998390675,965.227491610929519
588,-181742.343100000172853,-2322980.495099999010563,965.543465197588603
589,-181753.905299998819828,-2322979.590500000864267,965.347943086958139
590,-181785.088700000196695,-2323059.530900001525879,965.350592053559922
591,-181788.876200001686811,-2323086.694699998944998,965.334802746144192
592,-181807.302499998360872,-2323131.019799999892712,965.014615224060321
593,-181825.017400000244379,-2323166.247099999338388,965.080906985947422
594,-181841.209100000560284,-2323224.477200001478195,965.005443731312880
595,-181843.929099999368191,-2323237.994500000029802,965.173575608668898
596,-181873.564899999648333,-2323276.865200001746416,965.548260070115475
597,-181894.585400000214577,-2323311.833500001579523,965.737116068975070
598,-181908.414999999105930,-2323361.094999998807907,966.812905353074939
599,-181894.031599998474121,-2323389.681699998676777,967.759122888220418
600,-181869.251099999994040,-2323391.621500000357628,967.641895621157232
601,-181809.522100001573563,-2323350.528799999505281,967.251181910087098
602,-181758.055100001394749,-2323308.788400001823902,966.561610911243861
603,-181697.872400000691414,-2323304.342500001192093,967.107046753377176
604,-181652.201999999582767,-2323294.183600001037121,967.447792498899730
605,-181636.852400001138449,-2323267.923500001430511,966.982515045066521
606,-181637.666799999773502,-2323235.822999998927116,966.329047973919955
607,-181673.297699999064207,-2323223.883600000292063,966.053965309896398
608,-181734.571600001305342,-2323306.048799999058247,966.787914445884780
609,-181742.247000001370907,-2323319.178500000387430,967.065216924743822
610,-182620.918400000780821,-2323332.660599999129772,965.543389689511059
611,-182799.608199998736382,-2323364.377099998295307,966.867782689066189
612,-182846.856400001794100,-2323415.582100000232458,966.998006210718927
613,-182982.522599998861551,-2323491.863400001078844,966.987686407531555
614,-183061.386500000953674,-2323522.266899999231100,966.343954339827405
615,-183090.251099999994040,-2323593.224100001156330,965.837023543383907
